Timestamp,Distance(m)
2026-01-13 16:56:20.902,1.05
2026-01-13 16:56:20.916,1.054
2026-01-13 16:56:20.917,1.06
2026-01-13 16:56:20.933,1.056
2026-01-13 16:56:20.949,1.059
2026-01-13 16:56:20.964,1.055
2026-01-13 16:56:20.966,1.054
2026-01-13 16:56:20.982,1.055
2026-01-13 16:56:20.998,1.055
2026-01-13 16:56:20.998,1.053
2026-01-13 16:56:21.017,1.052
2026-01-13 16:56:21.034,1.05
2026-01-13 16:56:21.048,1.047
2026-01-13 16:56:21.049,1.048
2026-01-13 16:56:21.066,1.05
2026-01-13 16:56:21.082,1.056
2026-01-13 16:56:21.100,1.055
2026-01-13 16:56:21.101,1.053
2026-01-13 16:56:21.116,1.057
2026-01-13 16:56:21.133,1.052
2026-01-13 16:56:21.134,1.049
2026-01-13 16:56:21.148,1.052
2026-01-13 16:56:21.166,1.053
2026-01-13 16:56:21.184,1.051
2026-01-13 16:56:21.185,1.053
2026-01-13 16:56:21.199,1.053
2026-01-13 16:56:21.217,1.054
2026-01-13 16:56:21.217,1.055
2026-01-13 16:56:21.232,1.057
2026-01-13 16:56:21.250,1.058
2026-01-13 16:56:21.252,1.052
2026-01-13 16:56:21.266,1.047
2026-01-13 16:56:21.284,1.045
2026-01-13 16:56:21.300,1.046
2026-01-13 16:56:21.300,1.049
2026-01-13 16:56:21.315,1.044
2026-01-13 16:56:21.332,1.044
2026-01-13 16:56:21.351,1.044
2026-01-13 16:56:21.351,1.046
2026-01-13 16:56:21.366,1.043
2026-01-13 16:56:21.383,1.043
2026-01-13 16:56:21.383,1.043
2026-01-13 16:56:21.400,1.038
2026-01-13 16:56:21.417,1.037
2026-01-13 16:56:21.436,1.033
2026-01-13 16:56:21.436,1.028
2026-01-13 16:56:21.450,1.028
2026-01-13 16:56:21.467,1.031
2026-01-13 16:56:21.468,1.03
2026-01-13 16:56:21.489,1.033
2026-01-13 16:56:21.499,1.033
2026-01-13 16:56:21.516,1.027
2026-01-13 16:56:21.516,1.031
2026-01-13 16:56:21.531,1.031
2026-01-13 16:56:21.550,1.035
2026-01-13 16:56:21.567,1.04
2026-01-13 16:56:21.567,1.037
2026-01-13 16:56:21.584,1.036
2026-01-13 16:56:21.599,1.037
2026-01-13 16:56:21.600,1.039
2026-01-13 16:56:21.616,1.04
2026-01-13 16:56:21.632,1.038
2026-01-13 16:56:21.649,1.035
2026-01-13 16:56:21.649,1.033
2026-01-13 16:56:21.666,1.037
2026-01-13 16:56:21.683,1.035
2026-01-13 16:56:21.683,1.037
2026-01-13 16:56:21.698,1.038
2026-01-13 16:56:21.717,1.039
2026-01-13 16:56:21.733,1.039
2026-01-13 16:56:21.733,1.037
