Timestamp,Distance(m)
2026-01-13 17:47:38.309,49.956
2026-01-13 17:47:38.327,49.959
2026-01-13 17:47:38.342,49.959
2026-01-13 17:47:38.343,49.959
2026-01-13 17:47:38.358,49.954
2026-01-13 17:47:38.377,49.952
2026-01-13 17:47:38.377,49.953
2026-01-13 17:47:38.392,49.951
2026-01-13 17:47:38.409,49.954
2026-01-13 17:47:38.426,49.953
2026-01-13 17:47:38.426,49.955
2026-01-13 17:47:38.443,49.951
2026-01-13 17:47:38.458,49.948
2026-01-13 17:47:38.476,49.946
2026-01-13 17:47:38.477,49.944
2026-01-13 17:47:38.492,49.945
2026-01-13 17:47:38.509,49.944
2026-01-13 17:47:38.510,49.945
2026-01-13 17:47:38.525,49.947
2026-01-13 17:47:38.542,49.942
2026-01-13 17:47:38.559,49.938
2026-01-13 17:47:38.559,49.936
2026-01-13 17:47:38.575,49.933
2026-01-13 17:47:38.592,49.928
2026-01-13 17:47:38.593,49.93
2026-01-13 17:47:38.610,49.93
2026-01-13 17:47:38.628,49.93
2026-01-13 17:47:38.628,49.937
2026-01-13 17:47:38.643,49.933
2026-01-13 17:47:38.660,49.931
2026-01-13 17:47:38.676,49.926
2026-01-13 17:47:38.676,49.924
2026-01-13 17:47:38.694,49.932
2026-01-13 17:47:38.710,49.929
2026-01-13 17:47:38.726,49.929
2026-01-13 17:47:38.726,49.933
2026-01-13 17:47:38.744,49.933
2026-01-13 17:47:38.772,49.929
2026-01-13 17:47:38.772,49.925
2026-01-13 17:47:38.773,49.922
2026-01-13 17:47:38.793,49.916
2026-01-13 17:47:38.810,49.919
2026-01-13 17:47:38.810,49.919
2026-01-13 17:47:38.827,49.922
2026-01-13 17:47:38.844,49.924
2026-01-13 17:47:38.844,49.93
2026-01-13 17:47:38.860,49.93
2026-01-13 17:47:38.877,49.928
2026-01-13 17:47:38.893,49.935
2026-01-13 17:47:38.894,49.935
2026-01-13 17:47:38.910,49.931
2026-01-13 17:47:38.927,49.932
2026-01-13 17:47:38.927,49.932
2026-01-13 17:47:38.943,49.93
2026-01-13 17:47:38.961,49.927
2026-01-13 17:47:38.977,49.924
2026-01-13 17:47:38.977,49.923
2026-01-13 17:47:38.994,49.922
2026-01-13 17:47:39.010,49.921
2026-01-13 17:47:39.033,49.92
2026-01-13 17:47:39.033,49.92
